Date,Disease,Frequency,Average Age,StdDev Age,Subdistrict
2015-01-23,E11,2,61.0,5.0,4
2015-01-24,E11,2,51.0,10.0,2
2015-01-26,E11,2,36.0,20.0,4
2015-01-29,E11,1,72.0,0.0,2
2015-01-30,E11,1,51.0,0.0,3
2015-02-01,E11,1,47.0,0.0,3
2015-02-02,E11,2,59.5,1.5,4
2015-02-03,E11,1,55.0,0.0,4
2015-02-05,E11,1,45.0,0.0,7
2015-02-06,E11,1,56.0,0.0,3
2015-02-08,E11,1,35.0,0.0,7
2015-02-10,E11,1,49.0,0.0,4
2015-02-11,E11,1,57.0,0.0,1
2015-02-15,E11,1,67.0,0.0,3
2015-02-18,E11,1,59.0,0.0,2
2015-02-21,E11,1,70.0,0.0,3
2015-02-22,E11,1,48.0,0.0,7
2015-02-23,E11,3,53.333333333333336,2.494438257849294,3
2015-02-25,E11,3,45.0,2.8284271247461903,4
2015-02-28,E11,2,68.5,2.5,3
2015-03-01,E11,1,55.0,0.0,5
2015-03-02,E11,1,67.0,0.0,3
2015-03-04,E11,2,64.5,5.5,3
2015-03-05,E11,2,61.5,1.5,3
2015-03-07,E11,1,52.0,0.0,5
2015-03-08,E11,1,42.0,0.0,7
2015-03-09,E11,5,57.2,7.782030583337487,2
2015-03-11,E11,1,62.0,0.0,1
2015-03-12,E11,1,67.0,0.0,2
2015-03-13,E11,3,51.666666666666664,3.39934634239519,4
2015-03-15,E11,1,48.0,0.0,5
2015-03-16,E11,2,55.0,17.0,4
2015-03-17,E11,2,59.5,4.5,3
2015-03-18,E11,2,41.0,18.0,4
2015-03-19,E11,1,70.0,0.0,3
2015-03-20,E11,1,47.0,0.0,5
2015-03-22,E11,1,77.0,0.0,4
2015-03-23,E11,2,56.0,9.0,3
2015-03-24,E11,1,67.0,0.0,5
2015-03-25,E11,3,53.666666666666664,9.392668535736913,3
2015-03-26,E11,2,57.0,10.0,4
2015-03-29,E11,1,48.0,0.0,2
2015-03-31,E11,1,64.0,0.0,3
2015-04-01,E11,1,44.0,0.0,4
2015-04-02,E11,1,62.0,0.0,5
2015-04-03,E11,1,59.0,0.0,3
2015-04-04,E11,2,63.5,1.5,3
2015-04-06,E11,3,62.0,4.546060565661952,2
2015-04-10,E11,2,45.5,4.5,7
2015-04-12,E11,1,34.0,0.0,3
2015-04-13,E11,4,55.0,10.747092630102339,2
2015-04-14,E11,1,72.0,0.0,3
2015-04-15,E11,1,66.0,0.0,3
2015-04-16,E11,4,56.5,8.73212459828649,4
2015-04-18,E11,1,53.0,0.0,4
2015-04-21,E11,1,40.0,0.0,7
2015-04-22,E11,1,66.0,0.0,5
2015-04-23,E11,2,64.0,3.0,3
2015-04-24,E11,1,62.0,0.0,5
2015-04-29,E11,1,67.0,0.0,5
2015-04-30,E11,1,53.0,0.0,2
2015-05-02,E11,2,59.5,5.5,3
2015-05-11,E11,1,62.0,0.0,5
2015-05-12,E11,1,55.0,0.0,2
2015-05-16,E11,1,58.0,0.0,7
2015-05-17,E11,1,59.0,0.0,3
2015-05-18,E11,2,56.5,1.5,2
2015-05-19,E11,2,53.0,1.0,2
2015-05-20,E11,1,35.0,0.0,2
2015-05-22,E11,1,69.0,0.0,3
2015-05-23,E11,1,43.0,0.0,4
2015-05-28,E11,1,61.0,0.0,5
2015-06-03,E11,1,53.0,0.0,4
2015-06-07,E11,2,59.5,0.5,4
2015-06-08,E11,1,67.0,0.0,4
2015-06-09,E11,1,65.0,0.0,5
2015-06-11,E11,1,47.0,0.0,5
2015-06-12,E11,2,64.0,4.0,4
2015-06-16,E11,2,49.5,5.5,2
2015-06-17,E11,2,52.0,2.0,4
2015-06-18,E11,2,44.0,6.0,4
2015-06-19,E11,1,57.0,0.0,3
2015-06-20,E11,2,48.5,12.5,4
2015-06-21,E11,1,66.0,0.0,5
2015-06-22,E11,3,53.333333333333336,8.65383665716478,4
2015-06-23,E11,1,65.0,0.0,3
2015-06-24,E11,1,62.0,0.0,4
2015-06-25,E11,1,73.0,0.0,3
2015-06-29,E11,1,71.0,0.0,4
2015-06-30,E11,2,45.5,8.5,3
2015-07-01,E11,1,61.0,0.0,4
2015-07-02,E11,1,60.0,0.0,1
2015-07-03,E11,1,51.0,0.0,7
2015-07-04,E11,2,56.0,11.0,5
2015-07-05,E11,1,53.0,0.0,2
2015-07-06,E11,2,60.0,0.0,4
2015-07-11,E11,1,53.0,0.0,2
2015-07-14,E11,2,44.0,1.0,4
2015-07-17,E11,2,56.5,2.5,2
2015-07-19,E11,1,73.0,0.0,3
2015-07-20,E11,1,56.0,0.0,3
2015-07-22,E11,1,68.0,0.0,4
2015-07-24,E11,1,67.0,0.0,7
2015-07-25,E11,1,61.0,0.0,5
2015-07-26,E11,2,70.5,7.5,2
2015-07-27,E11,1,57.0,0.0,5
2015-07-28,E11,1,65.0,0.0,3
2015-07-31,E11,2,54.0,13.0,4
2015-08-01,E11,2,43.0,0.0,5
2015-08-02,E11,1,43.0,0.0,3
2015-08-03,E11,1,67.0,0.0,3
2015-08-04,E11,1,67.0,0.0,7
2015-08-05,E11,1,66.0,0.0,5
2015-08-06,E11,2,58.5,7.5,4
2015-08-07,E11,2,61.0,2.0,7
2015-08-10,E11,1,66.0,0.0,4
2015-08-11,E11,1,45.0,0.0,4
2015-08-14,E11,3,60.333333333333336,2.357022603955158,2
2015-08-15,E11,2,66.0,2.0,3
2015-08-17,E11,2,54.5,1.5,4
2015-08-18,E11,2,52.5,9.5,5
2015-08-20,E11,1,46.0,0.0,4
2015-08-22,E11,2,62.0,11.0,4
2015-08-23,E11,1,62.0,0.0,4
2015-08-24,E11,1,53.0,0.0,4
2015-08-25,E11,1,67.0,0.0,4
2015-08-26,E11,2,60.0,2.0,4
2015-08-27,E11,2,58.0,1.0,4
2015-08-28,E11,2,40.5,0.5,2
2015-08-30,E11,1,38.0,0.0,5
2015-09-07,E11,4,56.25,6.6473679001541655,4
2015-09-08,E11,1,55.0,0.0,4
2015-09-09,E11,2,57.0,3.0,4
2015-09-12,E11,2,48.5,7.5,7
2015-09-16,E11,1,60.0,0.0,3
2015-09-17,E11,1,38.0,0.0,3
2015-09-18,E11,1,51.0,0.0,4
2015-09-19,E11,1,65.0,0.0,7
2015-09-21,E11,2,54.0,14.0,5
2015-09-22,E11,2,58.5,8.5,3
2015-09-23,E11,1,60.0,0.0,5
2015-09-24,E11,2,63.5,14.5,2
2015-09-25,E11,1,51.0,0.0,5
2015-09-26,E11,2,55.5,1.5,3
2015-09-27,E11,1,63.0,0.0,4
2015-09-28,E11,3,54.333333333333336,10.370899457402697,5
2015-09-29,E11,3,56.666666666666664,8.178562764256865,4
2015-10-05,E11,1,45.0,0.0,3
2015-10-06,E11,1,63.0,0.0,7
2015-10-07,E11,1,41.0,0.0,7
2015-10-09,E11,1,55.0,0.0,3
2015-10-11,E11,1,54.0,0.0,3
2015-10-15,E11,1,50.0,0.0,4
2015-10-18,E11,3,55.333333333333336,12.283683848458853,3
2015-10-19,E11,3,53.666666666666664,7.760297817881877,3
2015-10-22,E11,1,63.0,0.0,3
2015-10-23,E11,1,56.0,0.0,4
2015-10-24,E11,1,63.0,0.0,3
2015-10-26,E11,1,47.0,0.0,5
2015-11-02,E11,3,53.333333333333336,5.436502143433364,4
2015-11-03,E11,3,63.333333333333336,6.847546194724712,4
2015-11-04,E11,1,61.0,0.0,7
2015-11-05,E11,1,58.0,0.0,5
2015-11-07,E11,1,48.0,0.0,3
2015-11-09,E11,2,52.5,7.5,4
2015-11-10,E11,2,55.0,5.0,4
2015-11-11,E11,1,64.0,0.0,4
2015-11-12,E11,2,67.0,0.0,3
2015-11-13,E11,1,66.0,0.0,5
2015-11-14,E11,1,62.0,0.0,3
2015-11-15,E11,1,51.0,0.0,5
2015-11-16,E11,1,51.0,0.0,4
2015-11-17,E11,3,61.0,11.224972160321824,2
2015-11-18,E11,1,58.0,0.0,4
2015-11-19,E11,2,55.0,16.0,3
2015-11-20,E11,1,50.0,0.0,7
2015-11-21,E11,1,86.0,0.0,2
2015-11-22,E11,2,50.0,0.0,4
2015-11-24,E11,1,80.0,0.0,5
2015-11-25,E11,3,45.0,8.286535263104035,5
2015-11-26,E11,1,61.0,0.0,4
2015-11-28,E11,2,51.0,4.0,4
2015-11-29,E11,1,58.0,0.0,5
2015-11-30,E11,1,58.0,0.0,7
2015-12-01,E11,1,50.0,0.0,5
2015-12-02,E11,1,49.0,0.0,4
2015-12-06,E11,1,59.0,0.0,4
2015-12-07,E11,2,69.0,2.0,4
2015-12-13,E11,1,70.0,0.0,4
2015-12-15,E11,2,49.0,3.0,4
2015-12-18,E11,1,68.0,0.0,5
2015-12-24,E11,1,54.0,0.0,3
2015-12-26,E11,3,62.666666666666664,5.436502143433364,4
2015-12-27,E11,1,43.0,0.0,2
2015-12-28,E11,3,54.666666666666664,3.8586123009300755,4
2015-12-30,E11,2,55.5,2.5,4
2016-01-01,E11,1,45.0,0.0,7
2016-01-02,E11,1,56.0,0.0,5
2016-01-03,E11,2,76.0,0.0,3
2016-01-08,E11,2,52.5,2.5,3
2016-01-09,E11,1,67.0,0.0,2
2016-01-10,E11,2,60.0,3.0,4
2016-01-11,E11,1,60.0,0.0,3
2016-01-15,E11,3,56.666666666666664,14.704496666741854,4
2016-01-16,E11,1,61.0,0.0,3
2016-01-17,E11,1,51.0,0.0,7
2016-01-18,E11,3,53.333333333333336,11.897712198383164,4
2016-01-19,E11,3,55.0,6.164414002968976,2
2016-01-20,E11,2,49.5,1.5,5
2016-01-21,E11,2,63.0,0.0,3
2016-01-23,E11,1,62.0,0.0,4
2016-01-25,E11,1,45.0,0.0,5
2016-01-26,E11,1,66.0,0.0,3
2016-01-27,E11,2,64.0,2.0,2
2016-01-28,E11,1,52.0,0.0,7
2016-01-30,E11,2,66.0,8.0,3
2016-02-01,E11,3,52.333333333333336,3.39934634239519,4
2016-02-02,E11,3,50.0,1.4142135623730951,4
2016-02-03,E11,1,36.0,0.0,7
2016-02-04,E11,2,48.5,0.5,5
2016-02-05,E11,1,51.0,0.0,4
2016-02-07,E11,2,57.0,2.0,4
2016-02-08,E11,1,60.0,0.0,3
2016-02-12,E11,2,42.5,14.5,4
2016-02-13,E11,1,63.0,0.0,1
2016-02-15,E11,2,61.5,5.5,4
2016-02-17,E11,1,66.0,0.0,3
2016-02-20,E11,3,51.666666666666664,10.338708279513881,1
2016-02-21,E11,1,66.0,0.0,5
2016-02-23,E11,2,53.0,10.0,4
2016-02-24,E11,1,52.0,0.0,3
2016-02-25,E11,1,57.0,0.0,3
2016-02-26,E11,1,56.0,0.0,2
2016-02-27,E11,1,69.0,0.0,5
2016-02-28,E11,1,43.0,0.0,4
2016-02-29,E11,1,71.0,0.0,5
2016-03-01,E11,1,55.0,0.0,5
2016-03-03,E11,2,61.0,1.0,3
2016-03-05,E11,2,65.5,5.5,4
2016-03-08,E11,1,40.0,0.0,7
2016-03-09,E11,1,55.0,0.0,5
2016-03-10,E11,1,46.0,0.0,1
2016-03-11,E11,1,59.0,0.0,4
2016-03-12,E11,1,68.0,0.0,3
2016-03-16,E11,1,67.0,0.0,3
2016-03-17,E11,1,81.0,0.0,5
2016-03-19,E11,1,51.0,0.0,4
2016-03-21,E11,2,60.5,7.5,4
2016-03-22,E11,1,54.0,0.0,4
2016-03-24,E11,1,64.0,0.0,3
2016-03-28,E11,3,53.666666666666664,4.109609335312651,5
2016-03-29,E11,1,66.0,0.0,3
2016-04-01,E11,1,51.0,0.0,4
2016-04-02,E11,1,38.0,0.0,2
2016-04-03,E11,1,51.0,0.0,5
2016-04-06,E11,1,59.0,0.0,2
2016-04-07,E11,1,76.0,0.0,4
2016-04-08,E11,1,68.0,0.0,4
2016-04-09,E11,1,69.0,0.0,5
2016-04-12,E11,1,59.0,0.0,5
2016-04-15,E11,1,42.0,0.0,2
2016-04-17,E11,1,53.0,0.0,5
2016-04-18,E11,2,67.0,9.0,4
2016-04-23,E11,1,52.0,0.0,7
2016-04-25,E11,1,64.0,0.0,3
2016-04-26,E11,1,51.0,0.0,7
2016-04-27,E11,2,49.5,1.5,3
2016-04-28,E11,1,63.0,0.0,4
2016-04-29,E11,1,69.0,0.0,5
2016-05-02,E11,1,46.0,0.0,5
2016-05-03,E11,2,66.0,0.0,4
2016-05-04,E11,1,49.0,0.0,3
2016-05-05,E11,2,46.5,8.5,2
2016-05-06,E11,1,57.0,0.0,3
2016-05-08,E11,1,68.0,0.0,2
2016-05-10,E11,2,58.5,4.5,4
2016-05-11,E11,2,61.5,4.5,4
2016-05-13,E11,3,62.0,8.04155872120988,3
2016-05-14,E11,1,40.0,0.0,3
2016-05-16,E11,1,48.0,0.0,2
2016-05-17,E11,2,45.0,6.0,5
2016-05-18,E11,1,63.0,0.0,4
2016-05-19,E11,4,57.25,17.80975856096876,4
2016-05-21,E11,1,35.0,0.0,4
2016-05-28,E11,2,57.0,2.0,4
2016-05-30,E11,1,57.0,0.0,3
2016-06-02,E11,1,65.0,0.0,3
2016-06-03,E11,1,53.0,0.0,5
2016-06-04,E11,1,72.0,0.0,7
2016-06-06,E11,4,58.0,8.12403840463596,4
2016-06-09,E11,2,60.5,1.5,2
2016-06-10,E11,2,39.5,1.5,4
2016-06-13,E11,1,67.0,0.0,4
2016-06-14,E11,1,66.0,0.0,5
2016-06-15,E11,1,60.0,0.0,3
2016-06-16,E11,1,44.0,0.0,7
2016-06-17,E11,1,88.0,0.0,3
2016-06-18,E11,3,71.0,6.377042156569663,4
2016-06-19,E11,1,38.0,0.0,5
2016-06-21,E11,3,60.0,2.160246899469287,4
2016-06-23,E11,1,80.0,0.0,7
2016-06-24,E11,1,64.0,0.0,5
2016-06-25,E11,1,50.0,0.0,7
2016-06-27,E11,1,48.0,0.0,3
2016-06-28,E11,1,54.0,0.0,5
2016-07-01,E11,1,76.0,0.0,4
2016-07-02,E11,3,72.66666666666667,7.542472332656507,2
2016-07-04,E11,1,83.0,0.0,1
2016-07-05,E11,2,72.0,0.0,3
2016-07-09,E11,1,63.0,0.0,5
2016-07-10,E11,3,52.666666666666664,13.912424503139471,2
2016-07-11,E11,1,42.0,0.0,7
2016-07-14,E11,1,47.0,0.0,5
2016-07-15,E11,2,66.0,5.0,4
2016-07-18,E11,5,57.0,14.099645385611653,3
2016-07-23,E11,1,60.0,0.0,2
2016-07-25,E11,1,52.0,0.0,4
2016-07-26,E11,1,53.0,0.0,2
2016-07-28,E11,1,65.0,0.0,4
2016-07-30,E11,2,63.0,8.0,5
2016-08-04,E11,1,77.0,0.0,3
2016-08-05,E11,1,57.0,0.0,2
2016-08-07,E11,1,44.0,0.0,4
2016-08-12,E11,1,68.0,0.0,4
2016-08-13,E11,1,38.0,0.0,2
2016-08-15,E11,1,59.0,0.0,5
2016-08-16,E11,1,62.0,0.0,3
2016-08-18,E11,2,75.0,6.0,4
2016-08-19,E11,1,44.0,0.0,5
2016-08-20,E11,2,52.0,3.0,3
2016-08-23,E11,1,67.0,0.0,3
2016-08-26,E11,2,52.5,14.5,3
2016-08-27,E11,1,60.0,0.0,5
2016-08-28,E11,1,66.0,0.0,3
2016-08-29,E11,1,46.0,0.0,7
2016-08-30,E11,2,59.5,3.5,3
2016-09-01,E11,3,35.666666666666664,7.717224601860151,4
2016-09-03,E11,1,66.0,0.0,5
2016-09-05,E11,2,68.0,13.0,4
2016-09-09,E11,1,59.0,0.0,4
2016-09-10,E11,1,57.0,0.0,2
2016-09-11,E11,1,57.0,0.0,2
2016-09-12,E11,2,59.0,7.0,4
2016-09-19,E11,1,59.0,0.0,3
2016-09-20,E11,1,47.0,0.0,2
2016-09-21,E11,1,67.0,0.0,4
2016-09-22,E11,1,57.0,0.0,3
2016-09-25,E11,1,54.0,0.0,5
2016-09-26,E11,1,60.0,0.0,3
2016-09-30,E11,1,63.0,0.0,5
2016-10-01,E11,1,54.0,0.0,7
2016-10-03,E11,1,71.0,0.0,3
2016-10-06,E11,3,55.0,2.8284271247461903,2
2016-10-08,E11,1,55.0,0.0,5
2016-10-10,E11,2,59.5,0.5,4
2016-10-11,E11,1,59.0,0.0,3
2016-10-12,E11,2,57.5,4.5,2
2016-10-14,E11,1,57.0,0.0,3
2016-10-18,E11,2,58.5,1.5,4
2016-10-22,E11,1,70.0,0.0,2
2016-10-24,E11,2,65.0,2.0,3
2016-10-26,E11,1,57.0,0.0,2
2016-10-27,E11,1,57.0,0.0,4
2016-10-28,E11,3,59.333333333333336,3.7712361663282534,4
2016-10-30,E11,1,71.0,0.0,1
2016-11-01,E11,2,66.0,1.0,5
2016-11-05,E11,1,62.0,0.0,3
2016-11-06,E11,2,56.0,18.0,4
2016-11-08,E11,1,60.0,0.0,4
2016-11-09,E11,1,57.0,0.0,7
2016-11-10,E11,1,47.0,0.0,7
2016-11-13,E11,1,63.0,0.0,4
2016-11-15,E11,1,60.0,0.0,4
2016-11-16,E11,1,59.0,0.0,4
2016-11-17,E11,1,63.0,0.0,2
2016-11-18,E11,1,49.0,0.0,5
2016-11-21,E11,3,50.666666666666664,8.73053390247253,4
2016-11-22,E11,2,59.0,2.0,4
2016-11-23,E11,1,64.0,0.0,2
2016-11-24,E11,2,63.0,8.0,5
2016-11-25,E11,2,52.5,8.5,5
2016-11-26,E11,1,57.0,0.0,3
2016-11-29,E11,1,42.0,0.0,5
2016-11-30,E11,1,60.0,0.0,3
2016-12-03,E11,1,66.0,0.0,3
2016-12-05,E11,3,64.0,8.831760866327848,3
2016-12-06,E11,3,65.0,5.656854249492381,4
2016-12-07,E11,3,52.333333333333336,5.2493385826745405,4
2016-12-08,E11,2,52.0,7.0,4
2016-12-09,E11,1,31.0,0.0,4
2016-12-11,E11,2,63.5,0.5,4
2016-12-13,E11,2,58.5,1.5,4
2016-12-14,E11,2,56.0,3.0,2
2016-12-16,E11,1,64.0,0.0,7
2016-12-18,E11,1,81.0,0.0,5
2016-12-19,E11,1,59.0,0.0,7
2016-12-20,E11,1,72.0,0.0,3
2016-12-21,E11,1,57.0,0.0,3
2016-12-23,E11,2,52.5,7.5,3
2016-12-27,E11,4,57.0,7.842193570679061,2
2016-12-28,E11,2,67.5,11.5,5
2016-12-31,E11,1,79.0,0.0,7
2017-01-01,E11,7,61.42857142857143,13.243404211230615,2
2017-01-02,E11,1,53.0,0.0,5
2017-01-07,E11,1,55.0,0.0,7
2017-01-09,E11,3,54.666666666666664,4.109609335312651,4
2017-01-10,E11,2,59.0,4.0,2
2017-01-11,E11,2,55.0,3.0,4
2017-01-12,E11,5,57.0,19.3700800204852,4
2017-01-13,E11,2,54.0,0.0,2
2017-01-15,E11,1,57.0,0.0,7
2017-01-16,E11,1,51.0,0.0,4
2017-01-18,E11,1,59.0,0.0,3
2017-01-19,E11,2,63.0,0.0,2
2017-01-20,E11,2,60.0,5.0,5
2017-01-21,E11,2,60.5,2.5,2
2017-01-23,E11,2,54.5,4.5,3
2017-01-24,E11,1,69.0,0.0,5
2017-01-25,E11,2,71.0,1.0,3
2017-02-01,E11,1,61.0,0.0,4
2017-02-02,E11,1,36.0,0.0,4
2017-02-03,E11,1,60.0,0.0,2
2017-02-04,E11,2,61.0,4.0,5
2017-02-05,E11,1,58.0,0.0,3
2017-02-06,E11,1,64.0,0.0,3
2017-02-07,E11,1,32.0,0.0,4
2017-02-08,E11,1,60.0,0.0,7
2017-02-09,E11,2,64.5,4.5,2
2017-02-10,E11,4,52.75,15.674421839417235,3
2017-02-11,E11,1,62.0,0.0,7
2017-02-12,E11,4,57.5,6.5383484153110105,4
2017-02-13,E11,3,54.333333333333336,8.65383665716478,2
2017-02-14,E11,1,46.0,0.0,7
2017-02-15,E11,2,54.5,1.5,3
2017-02-16,E11,2,57.5,5.5,3
2017-02-18,E11,2,56.0,2.0,2
2017-02-19,E11,1,64.0,0.0,3
2017-02-20,E11,1,63.0,0.0,7
2017-02-22,E11,2,59.5,7.5,4
2017-02-23,E11,2,57.5,3.5,4
2017-02-24,E11,1,63.0,0.0,3
2017-02-27,E11,1,64.0,0.0,5
2017-02-28,E11,1,62.0,0.0,5
2017-03-03,E11,3,61.666666666666664,4.921607686744467,2
2017-03-04,E11,1,40.0,0.0,4
2017-03-05,E11,1,62.0,0.0,3
2017-03-06,E11,1,67.0,0.0,4
2017-03-07,E11,1,66.0,0.0,5
2017-03-08,E11,3,47.0,9.899494936611665,3
2017-03-09,E11,1,65.0,0.0,4
2017-03-11,E11,1,61.0,0.0,3
2017-03-12,E11,1,77.0,0.0,4
2017-03-13,E11,1,67.0,0.0,5
2017-03-14,E11,2,60.5,0.5,4
2017-03-15,E11,1,63.0,0.0,3
2017-03-17,E11,1,53.0,0.0,3
2017-03-20,E11,2,56.0,0.0,4
2017-03-21,E11,4,55.5,12.519984025548915,4
2017-03-23,E11,1,54.0,0.0,2
2017-03-24,E11,3,54.666666666666664,13.123346456686352,4
2017-03-26,E11,1,62.0,0.0,4
2017-03-27,E11,1,63.0,0.0,3
2017-03-28,E11,1,60.0,0.0,4
2017-03-29,E11,1,62.0,0.0,5
2017-03-30,E11,2,60.5,2.5,2
2017-03-31,E11,1,56.0,0.0,5
2017-04-03,E11,1,73.0,0.0,7
2017-04-04,E11,2,71.5,8.5,2
2017-04-05,E11,2,57.5,6.5,2
2017-04-07,E11,1,67.0,0.0,3
2017-04-10,E11,3,61.333333333333336,1.247219128924647,3
2017-04-11,E11,4,56.5,2.692582403567252,4
2017-04-12,E11,1,58.0,0.0,3
2017-04-14,E11,1,63.0,0.0,3
2017-04-15,E11,1,44.0,0.0,5
2017-04-17,E11,1,68.0,0.0,3
2017-04-18,E11,2,48.5,7.5,2
2017-04-20,E11,1,56.0,0.0,2
2017-04-23,E11,1,52.0,0.0,3
2017-04-25,E11,4,55.75,4.602988159880492,3
2017-04-26,E11,2,59.5,4.5,4
2017-04-30,E11,2,56.5,6.5,4
2017-05-02,E11,1,66.0,0.0,3
2017-05-03,E11,1,32.0,0.0,4
2017-05-04,E11,3,53.333333333333336,6.236095644623236,4
2017-05-06,E11,1,56.0,0.0,7
2017-05-08,E11,1,55.0,0.0,4
2017-05-09,E11,1,20.0,0.0,4
2017-05-10,E11,1,63.0,0.0,3
2017-05-12,E11,1,54.0,0.0,5
2017-05-13,E11,1,63.0,0.0,3
2017-05-15,E11,1,52.0,0.0,2
2017-05-19,E11,1,69.0,0.0,3
2017-05-23,E11,2,64.5,4.5,4
2017-05-24,E11,1,79.0,0.0,5
2017-05-25,E11,2,61.5,11.5,4
2017-05-26,E11,1,54.0,0.0,4
2017-05-28,E11,1,65.0,0.0,5
2017-05-29,E11,1,48.0,0.0,5
2017-05-30,E11,1,68.0,0.0,3
2017-05-31,E11,1,53.0,0.0,4
2017-06-01,E11,1,59.0,0.0,2
2017-06-02,E11,1,57.0,0.0,3
2017-06-04,E11,1,59.0,0.0,4
2017-06-05,E11,1,51.0,0.0,2
2017-06-06,E11,1,60.0,0.0,2
2017-06-09,E11,1,47.0,0.0,3
2017-06-12,E11,1,71.0,0.0,2
2017-06-15,E11,1,42.0,0.0,7
2017-06-17,E11,1,55.0,0.0,3
2017-06-18,E11,2,73.5,5.5,2
2017-06-20,E11,1,63.0,0.0,4
2017-06-22,E11,1,73.0,0.0,3
2017-06-24,E11,1,56.0,0.0,5
2017-06-25,E11,1,56.0,0.0,5
2017-06-29,E11,1,61.0,0.0,3
2017-06-30,E11,1,65.0,0.0,7
2017-07-03,E11,6,60.5,6.701989754294367,2
2017-07-04,E11,1,55.0,0.0,2
2017-07-05,E11,2,63.5,5.5,3
2017-07-06,E11,1,73.0,0.0,4
2017-07-09,E11,1,55.0,0.0,4
2017-07-10,E11,3,66.66666666666667,7.586537784494029,2
2017-07-11,E11,1,57.0,0.0,3
2017-07-12,E11,3,59.666666666666664,4.4969125210773475,3
2017-07-13,E11,2,56.0,7.0,2
2017-07-16,E11,1,68.0,0.0,5
2017-07-17,E11,1,60.0,0.0,3
2017-07-18,E11,3,66.66666666666667,6.548960901462833,4
2017-07-19,E11,2,65.5,7.5,4
2017-07-22,E11,1,40.0,0.0,4
2017-07-24,E11,3,58.666666666666664,8.219218670625303,4
2017-07-27,E11,2,58.0,17.0,4
2017-07-29,E11,1,40.0,0.0,4
2017-07-31,E11,2,51.0,4.0,4
2017-08-02,E11,1,51.0,0.0,4
2017-08-03,E11,3,51.333333333333336,13.960261060914616,4
2017-08-04,E11,3,58.0,11.775681155103795,4
2017-08-06,E11,1,63.0,0.0,3
2017-08-08,E11,2,59.5,7.5,3
2017-08-10,E11,1,50.0,0.0,5
2017-08-11,E11,3,68.66666666666667,17.632041540584257,3
2017-08-13,E11,1,67.0,0.0,3
2017-08-16,E11,2,66.0,3.0,4
2017-08-18,E11,3,58.0,9.899494936611665,7
2017-08-19,E11,2,50.5,16.5,2
2017-08-21,E11,1,60.0,0.0,3
2017-08-22,E11,1,72.0,0.0,3
2017-08-23,E11,3,59.333333333333336,5.90668171555645,3
2017-08-24,E11,3,66.66666666666667,9.843215373488935,2
2017-08-25,E11,1,80.0,0.0,7
2017-08-26,E11,2,46.0,9.0,3
2017-08-28,E11,1,30.0,0.0,3
2017-08-29,E11,1,51.0,0.0,3
2017-08-30,E11,1,64.0,0.0,4
2017-09-01,E11,1,65.0,0.0,7
2017-09-03,E11,2,61.0,1.0,3
2017-09-05,E11,1,67.0,0.0,1
2017-09-06,E11,1,37.0,0.0,2
2017-09-07,E11,3,58.666666666666664,13.199326582148887,5
2017-09-09,E11,1,59.0,0.0,5
2017-09-12,E11,1,65.0,0.0,7
2017-09-13,E11,1,64.0,0.0,3
2017-09-15,E11,3,60.666666666666664,8.498365855987974,5
2017-09-16,E11,1,70.0,0.0,5
2017-09-18,E11,3,59.333333333333336,2.357022603955158,4
2017-09-19,E11,1,37.0,0.0,7
2017-09-22,E11,1,69.0,0.0,4
2017-09-23,E11,1,57.0,0.0,3
2017-09-24,E11,2,54.5,8.5,3
2017-09-25,E11,2,48.5,4.5,3
2017-09-26,E11,2,55.0,1.0,4
2017-09-29,E11,1,61.0,0.0,4
2017-10-02,E11,4,55.75,11.388041973930374,4
2017-10-05,E11,1,63.0,0.0,3
2017-10-10,E11,2,42.0,5.0,2
2017-10-11,E11,1,54.0,0.0,5
2017-10-15,E11,1,49.0,0.0,5
2017-10-16,E11,1,63.0,0.0,4
2017-10-17,E11,1,66.0,0.0,3
2017-10-18,E11,1,46.0,0.0,5
2017-10-21,E11,2,46.5,6.5,4
2017-10-25,E11,1,45.0,0.0,7
2017-10-26,E11,3,63.0,4.898979485566356,3
2017-10-28,E11,1,66.0,0.0,3
2017-10-29,E11,1,54.0,0.0,5
2017-10-30,E11,1,52.0,0.0,5
2017-10-31,E11,2,61.0,0.0,3
2017-11-01,E11,1,54.0,0.0,5
2017-11-02,E11,1,64.0,0.0,5
2017-11-03,E11,1,68.0,0.0,5
2017-11-04,E11,2,67.5,11.5,3
2017-11-05,E11,1,42.0,0.0,3
2017-11-06,E11,1,65.0,0.0,2
2017-11-08,E11,2,56.0,10.0,4
2017-11-11,E11,1,49.0,0.0,4
2017-11-13,E11,1,51.0,0.0,3
2017-11-14,E11,2,48.0,6.0,3
2017-11-19,E11,1,56.0,0.0,5
2017-11-21,E11,2,63.0,1.0,4
2017-11-22,E11,1,67.0,0.0,3
2017-11-24,E11,2,61.5,1.5,3
2017-11-25,E11,1,42.0,0.0,2
2017-11-28,E11,4,59.0,9.300537618869138,3
2017-11-30,E11,1,46.0,0.0,7
2017-12-02,E11,2,79.5,2.5,4
2017-12-03,E11,2,59.5,0.5,4
2017-12-07,E11,2,63.0,4.0,2
2017-12-08,E11,1,58.0,0.0,3
2017-12-10,E11,2,45.0,8.0,5
2017-12-11,E11,1,65.0,0.0,2
2017-12-13,E11,1,43.0,0.0,2
2017-12-14,E11,1,44.0,0.0,1
